Name,Review,Date,Star Rating,restaurant
E S.,We were [Upgrade to see in full],12/1/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
ryan t.,Going t [Upgrade to see in full],6/29/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Peter F [Upgrade to see in full],OMG! I  [Upgrade to see in full],5/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Umetaro [Upgrade to see in full],They ha [Upgrade to see in full],6/8/200 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
LC L.,I've wa [Upgrade to see in full],9/2/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Yi H.,More li [Upgrade to see in full],4/18/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Kimberl [Upgrade to see in full],I've he [Upgrade to see in full],6/7/200 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Niki A.,Even th [Upgrade to see in full],2/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
M G.,If you  [Upgrade to see in full],8/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Emma H.,really  [Upgrade to see in full],4/30/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
Allan C [Upgrade to see in full],i go he [Upgrade to see in full],2/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],Sun-Chan Japanese Restaurant
