Name,Review,Date,Star Rating,restaurant
Kathy Y [Upgrade to see in full],We stop [Upgrade to see in full],6/14/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Elle C.,The Hei [Upgrade to see in full],4/25/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lucy W.,-Undera [Upgrade to see in full],2/11/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Liz S.,My rati [Upgrade to see in full],4/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kimberl [Upgrade to see in full],This pl [Upgrade to see in full],7/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sisi R.,Best pl [Upgrade to see in full],8/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Alan M.,The roo [Upgrade to see in full],6/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Nivea M [Upgrade to see in full],I've be [Upgrade to see in full],4/12/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Michael [Upgrade to see in full],Best Ha [Upgrade to see in full],7/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Table F [Upgrade to see in full],We were [Upgrade to see in full],7/16/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Andrew  [Upgrade to see in full],Unless  [Upgrade to see in full],12/24/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chris S [Upgrade to see in full],This is [Upgrade to see in full],2/11/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Colin R [Upgrade to see in full],What ma [Upgrade to see in full],7/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jason P [Upgrade to see in full],Just ca [Upgrade to see in full],8/11/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chris C [Upgrade to see in full],I imagi [Upgrade to see in full],9/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Adrienn [Upgrade to see in full],There i [Upgrade to see in full],6/28/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
John S.,Dirty a [Upgrade to see in full],9/12/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cecilia [Upgrade to see in full],+ gener [Upgrade to see in full],11/19/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Amy D.,I have  [Upgrade to see in full],5/20/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Paul M.,The Hei [Upgrade to see in full],6/26/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lisa P.,POUTINE [Upgrade to see in full],1/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Melissa [Upgrade to see in full],I come  [Upgrade to see in full],4/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Steve S [Upgrade to see in full],During  [Upgrade to see in full],3/3/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Alex O.,As othe [Upgrade to see in full],1/22/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
JW M.,College [Upgrade to see in full],3/1/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cathy C [Upgrade to see in full],TIME:An [Upgrade to see in full],2/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sugar S [Upgrade to see in full],Oh the  [Upgrade to see in full],1/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Phan H.,My frie [Upgrade to see in full],9/7/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jessie  [Upgrade to see in full],I would [Upgrade to see in full],10/22/2 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jeremy  [Upgrade to see in full],"Food, d [Upgrade to see in full]",8/31/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
ankur r [Upgrade to see in full],Good Lu [Upgrade to see in full],1/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
April S [Upgrade to see in full],I have  [Upgrade to see in full],4/19/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rachel  [Upgrade to see in full],The Hei [Upgrade to see in full],10/2/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Maya R.,I didn' [Upgrade to see in full],8/23/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kirsten [Upgrade to see in full],I have  [Upgrade to see in full],6/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Christi [Upgrade to see in full],Awesome [Upgrade to see in full],9/29/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tom S.,I went  [Upgrade to see in full],6/9/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Old Y.,Grade p [Upgrade to see in full],10/18/2 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Bryce A [Upgrade to see in full],Nice pl [Upgrade to see in full],5/5/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Seve' M [Upgrade to see in full],Ok Ok I [Upgrade to see in full],8/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Natalia [Upgrade to see in full],Despite [Upgrade to see in full],2/6/200 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Gab N M [Upgrade to see in full],I reall [Upgrade to see in full],7/10/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Alden W [Upgrade to see in full],Wonderf [Upgrade to see in full],4/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Moneek  [Upgrade to see in full],Definit [Upgrade to see in full],5/25/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
roderic [Upgrade to see in full],Damn it [Upgrade to see in full],6/29/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Colleen [Upgrade to see in full],$4 happ [Upgrade to see in full],6/24/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Josie C [Upgrade to see in full],I used  [Upgrade to see in full],6/29/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Iliana  [Upgrade to see in full],I had b [Upgrade to see in full],2/13/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Victori [Upgrade to see in full],The pri [Upgrade to see in full],8/31/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Norah K [Upgrade to see in full],Why do  [Upgrade to see in full],1/22/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Eric M.,Obnoxio [Upgrade to see in full],8/1/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jen A.,Let me  [Upgrade to see in full],2/13/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Emile S [Upgrade to see in full],On a ni [Upgrade to see in full],8/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Urban F [Upgrade to see in full],I have  [Upgrade to see in full],6/8/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Joseph  [Upgrade to see in full],Good lu [Upgrade to see in full],3/7/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lindsay [Upgrade to see in full],If you' [Upgrade to see in full],6/7/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
John P.,The bot [Upgrade to see in full],4/26/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Megan C [Upgrade to see in full],Pretty  [Upgrade to see in full],4/8/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Y S.,HORRIBL [Upgrade to see in full],4/22/20 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Namrata [Upgrade to see in full],Its got [Upgrade to see in full],10/6/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dan F.,When en [Upgrade to see in full],10/30/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Elliott [Upgrade to see in full],This pl [Upgrade to see in full],10/29/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
QC C.,Average [Upgrade to see in full],6/18/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Clariss [Upgrade to see in full],This pl [Upgrade to see in full],1/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
lora c.,There a [Upgrade to see in full],7/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Bob K.,Sorry C [Upgrade to see in full],7/5/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Anushua [Upgrade to see in full],Went to [Upgrade to see in full],5/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lakeya  [Upgrade to see in full],A favor [Upgrade to see in full],4/25/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Becky R [Upgrade to see in full],Thank y [Upgrade to see in full],5/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Meghan  [Upgrade to see in full],Ok so o [Upgrade to see in full],5/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Chris T [Upgrade to see in full],The foo [Upgrade to see in full],9/27/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Tiff C.,This is [Upgrade to see in full],8/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sue Y.,First s [Upgrade to see in full],1/17/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
William [Upgrade to see in full],I've lo [Upgrade to see in full],9/2/200 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Vanessa [Upgrade to see in full],This pl [Upgrade to see in full],2/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rob J.,I like  [Upgrade to see in full],6/11/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Joel G.,I check [Upgrade to see in full],9/18/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Topher  [Upgrade to see in full],Roof de [Upgrade to see in full],7/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lindsey [Upgrade to see in full],Drinks  [Upgrade to see in full],9/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Emilie  [Upgrade to see in full],The Hei [Upgrade to see in full],7/19/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sarah P [Upgrade to see in full],I've on [Upgrade to see in full],8/15/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Serena  [Upgrade to see in full],I consi [Upgrade to see in full],1/30/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Victor  [Upgrade to see in full],My firs [Upgrade to see in full],3/4/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Victori [Upgrade to see in full],The San [Upgrade to see in full],5/7/201 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sue K.,What a  [Upgrade to see in full],9/10/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Shannon [Upgrade to see in full],It's 2  [Upgrade to see in full],8/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Natalie [Upgrade to see in full],Where e [Upgrade to see in full],4/11/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rachel  [Upgrade to see in full],I love  [Upgrade to see in full],12/29/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Pete S.,I go he [Upgrade to see in full],3/26/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kristin [Upgrade to see in full],The foo [Upgrade to see in full],9/13/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Cassidy [Upgrade to see in full],I did n [Upgrade to see in full],2/16/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kyle S.,Went th [Upgrade to see in full],2/10/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Rachel  [Upgrade to see in full],I love  [Upgrade to see in full],4/21/20 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
S M.,I went  [Upgrade to see in full],4/9/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Annie B [Upgrade to see in full],Pros (t [Upgrade to see in full],6/27/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Erica R [Upgrade to see in full],I hate  [Upgrade to see in full],7/2/201 [Upgrade to see in full],1.0 sta [Upgrade to see in full],The Heights Bar & Grill
Crystal [Upgrade to see in full],Went he [Upgrade to see in full],8/5/201 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Sean W.,One of  [Upgrade to see in full],8/22/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Brian G [Upgrade to see in full],Food is [Upgrade to see in full],5/24/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
George  [Upgrade to see in full],As the  [Upgrade to see in full],2/19/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Michael [Upgrade to see in full],"Man, I' [Upgrade to see in full]",6/27/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Max B.,I gener [Upgrade to see in full],5/15/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Matt P.,College [Upgrade to see in full],3/18/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Melinda [Upgrade to see in full],Happy h [Upgrade to see in full],2/22/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
John Da [Upgrade to see in full],this is [Upgrade to see in full],2/1/200 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Liz M.,Okay ye [Upgrade to see in full],7/26/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jasmine [Upgrade to see in full],Decent  [Upgrade to see in full],8/31/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Josh R.,Above a [Upgrade to see in full],4/2/201 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
lauren  [Upgrade to see in full],total p [Upgrade to see in full],9/17/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Jay I.,Make it [Upgrade to see in full],6/12/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kevin S [Upgrade to see in full],Good BA [Upgrade to see in full],12/27/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Julen H [Upgrade to see in full],The Hei [Upgrade to see in full],8/11/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Ethan C [Upgrade to see in full],The roo [Upgrade to see in full],8/7/200 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kendall [Upgrade to see in full],I ventu [Upgrade to see in full],5/17/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Diana D [Upgrade to see in full],Go here [Upgrade to see in full],10/29/2 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Virgini [Upgrade to see in full],Great d [Upgrade to see in full],10/10/2 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Lin H.,I just  [Upgrade to see in full],10/15/2 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Dave B.,Do you  [Upgrade to see in full],4/30/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Laura B [Upgrade to see in full],The $4  [Upgrade to see in full],2/20/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Markay  [Upgrade to see in full],FROZEN  [Upgrade to see in full],11/9/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
Charlot [Upgrade to see in full],I broug [Upgrade to see in full],3/8/200 [Upgrade to see in full],5.0 sta [Upgrade to see in full],The Heights Bar & Grill
Kerry C [Upgrade to see in full],Margari [Upgrade to see in full],11/4/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
mike l.,food is [Upgrade to see in full],7/25/20 [Upgrade to see in full],3.0 sta [Upgrade to see in full],The Heights Bar & Grill
Zelia S [Upgrade to see in full],So I gu [Upgrade to see in full],2/21/20 [Upgrade to see in full],4.0 sta [Upgrade to see in full],The Heights Bar & Grill
michael [Upgrade to see in full],About t [Upgrade to see in full],2/21/20 [Upgrade to see in full],2.0 sta [Upgrade to see in full],The Heights Bar & Grill
